hospital,score,top_keywords,n_review,keyword_coverage,keyword_freq,keyword_matched
기쁜가정의학과의원,0.0,친절,4,1.0,{'친절': 1},['친절']
태극한의원,0.0,친절,2,1.0,{'친절': 2},['친절']
키움남성비뇨기과의원,0.0,,2,0.0,{'nan': 0},[]
율치과교정과치과의원,0.0,"자세한 설명,대기시간,과잉진료",2,1.0,"{'자세한 설명': 46, '대기시간': 6, '과잉진료': 6}","['자세한 설명', '대기시간', '과잉진료']"
서울리더스치과의원,0.0,"친절,자세한 설명,대기시간",5,1.0,"{'친절': 26, '자세한 설명': 22, '대기시간': 17}","['친절', '자세한 설명', '대기시간']"
서울경희통합의원,0.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 212, '자세한 설명': 140, '대기시간': 24}","['친절', '자세한 설명', '대기시간']"
유시원마취통증의학과의원,0.0,"비쌈,청결,친절",2,1.0,"{'비쌈': 9, '청결': 75, '친절': 108}","['비쌈', '청결', '친절']"
서울성형외과의원,0.0,친절,2,1.0,{'친절': 1},['친절']
나음정신건강의학과의원,0.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 38, '자세한 설명': 32, '대기시간': 18}","['친절', '자세한 설명', '대기시간']"
서울온샘치과의원,0.0,"친절,자세한 설명,과잉진료",2,1.0,"{'친절': 48, '자세한 설명': 38, '과잉진료': 10}","['친절', '자세한 설명', '과잉진료']"
원더플란트치과의원,0.0,"대기시간,비쌈,친절",2,1.0,"{'대기시간': 1, '비쌈': 1, '친절': 1}","['대기시간', '비쌈', '친절']"
월계수한의원,0.0,"친절,자세한 설명",2,1.0,"{'친절': 2, '자세한 설명': 1}","['친절', '자세한 설명']"
플러스치과의원,0.0,친절,2,1.0,{'친절': 2},['친절']
서울턱구강내과치과의원,0.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 6, '자세한 설명': 6, '대기시간': 3}","['친절', '자세한 설명', '대기시간']"
서울하이치과의원,0.0,"친절,저렴,추천",2,0.6666666666666666,"{'친절': 1, '저렴': 1, '추천': 0}","['친절', '저렴']"
우노비뇨기과의원,0.0,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 14, '자세한 설명': 20, '친절': 22}","['대기시간', '자세한 설명', '친절']"
보스안과의원,0.0,"대기시간,친절,자세한 설명",5,1.0,"{'대기시간': 14, '친절': 32, '자세한 설명': 28}","['대기시간', '친절', '자세한 설명']"
샤인빔의원,0.0,"친절,비쌈,대기시간",6,1.0,"{'친절': 55, '비쌈': 25, '대기시간': 24}","['친절', '비쌈', '대기시간']"
노원 아이디의원,0.0,"친절,과잉진료,비쌈",2,1.0,"{'친절': 13, '과잉진료': 2, '비쌈': 9}","['친절', '과잉진료', '비쌈']"
노원 아이디치과의원,0.0,"친절,과잉진료,비쌈",2,1.0,"{'친절': 13, '과잉진료': 2, '비쌈': 9}","['친절', '과잉진료', '비쌈']"
태릉본비뇨기과의원,0.0,"자세한 설명,친절,대기시간",7,1.0,"{'자세한 설명': 9, '친절': 7, '대기시간': 3}","['자세한 설명', '친절', '대기시간']"
클린업피부과의원 노원점,0.0,"친절,자세한 설명,추천",44,1.0,"{'친절': 26, '자세한 설명': 12, '추천': 13}","['친절', '자세한 설명', '추천']"
보림한의원,0.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 10, '자세한 설명': 8, '대기시간': 4}","['친절', '자세한 설명', '대기시간']"
이준영피부과의원,0.0,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 3, '대기시간': 2, '친절': 4}","['자세한 설명', '대기시간', '친절']"
빈센트치과의원,0.0,"비쌈,대기시간,청결",2,1.0,"{'비쌈': 42, '대기시간': 28, '청결': 84}","['비쌈', '대기시간', '청결']"
이솜이비인후과의원,0.0,"자세한 설명,친절,대기시간",2,1.0,"{'자세한 설명': 142, '친절': 138, '대기시간': 14}","['자세한 설명', '친절', '대기시간']"
다솜이비인후과의원,0.0,"친절,자세한 설명,대기시간",7,1.0,"{'친절': 28, '자세한 설명': 15, '대기시간': 7}","['친절', '자세한 설명', '대기시간']"
닥터민치과의원,0.0,"대기시간,자세한 설명,비쌈",2,1.0,"{'대기시간': 34, '자세한 설명': 192, '비쌈': 38}","['대기시간', '자세한 설명', '비쌈']"
최강식내과의원,0.0,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 40, '자세한 설명': 80, '친절': 76}","['대기시간', '자세한 설명', '친절']"
늘사랑의원,0.0,"친절,불친절,청결",4,0.6666666666666666,"{'친절': 1, '불친절': 0, '청결': 1}","['친절', '청결']"
이진형치과의원,0.0,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 6, '대기시간': 3, '친절': 6}","['자세한 설명', '대기시간', '친절']"
노원연세하나로이비인후과의원,0.0,"친절,불친절,추천",15,0.6666666666666666,"{'친절': 7, '불친절': 0, '추천': 2}","['친절', '추천']"
노원플러스치과의원,0.0,"대기시간,추천,친절",5,1.0,"{'대기시간': 3, '추천': 3, '친절': 10}","['대기시간', '추천', '친절']"
덴타피아치과의원,0.0,추천,2,0.0,{'추천': 0},[]
지인산부인과의원,0.0,"비쌈,자세한 설명,대기시간",2,1.0,"{'비쌈': 54, '자세한 설명': 261, '대기시간': 105}","['비쌈', '자세한 설명', '대기시간']"
중앙외과의원,0.0,"자세한 설명,대기시간,과잉진료",4,1.0,"{'자세한 설명': 7, '대기시간': 4, '과잉진료': 1}","['자세한 설명', '대기시간', '과잉진료']"
이호성비뇨기과의원,0.0,"친절,자세한 설명",2,1.0,"{'친절': 2, '자세한 설명': 1}","['친절', '자세한 설명']"
정미치과의원,0.0,"비쌈,과잉진료,시설",4,1.0,"{'비쌈': 8, '과잉진료': 2, '시설': 2}","['비쌈', '과잉진료', '시설']"
미보치과의원,0.0,"대기시간,청결,친절",2,1.0,"{'대기시간': 34, '청결': 96, '친절': 158}","['대기시간', '청결', '친절']"
미래의원피부과,0.0,"친절,비쌈,자세한 설명",2,1.0,"{'친절': 68, '비쌈': 12, '자세한 설명': 62}","['친절', '비쌈', '자세한 설명']"
미담한의원,0.0,"친절,과잉진료,자세한 설명",32,1.0,"{'친절': 22, '과잉진료': 7, '자세한 설명': 7}","['친절', '과잉진료', '자세한 설명']"
박희운치과의원,0.0,"자세한 설명,대기시간,과잉진료",2,1.0,"{'자세한 설명': 2, '대기시간': 2, '과잉진료': 4}","['자세한 설명', '대기시간', '과잉진료']"
방이비인후과의원,0.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 3, '친절': 7, '자세한 설명': 8}","['대기시간', '친절', '자세한 설명']"
로담한의원 노원점,0.0,친절,2,1.0,{'친절': 1},['친절']
럼플란트치과의원,0.0,추천,2,1.0,{'추천': 1},['추천']
정릉아산내과의원,0.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 38, '자세한 설명': 28, '대기시간': 8}","['친절', '자세한 설명', '대기시간']"
정릉제일정형외과의원,0.0,"대기시간,청결,친절",2,1.0,"{'대기시간': 39, '청결': 42, '친절': 48}","['대기시간', '청결', '친절']"
자연과한의원 노원점,0.0,"친절,불친절,대기시간",4,1.0,"{'친절': 3, '불친절': 1, '대기시간': 2}","['친절', '불친절', '대기시간']"
박이비인후과의원,0.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 10, '친절': 15, '자세한 설명': 11}","['대기시간', '친절', '자세한 설명']"
존스킨한의원 노원점,0.0,비쌈,2,1.0,{'비쌈': 2},['비쌈']
모모한의원,0.0,,2,0.0,{'nan': 0},[]
명동콤비치과의원,0.0,"친절,대기시간,자세한 설명",2,1.0,"{'친절': 663, '대기시간': 92, '자세한 설명': 544}","['친절', '대기시간', '자세한 설명']"
명성한의원,0.0,친절,2,1.0,{'친절': 1},['친절']
메이퓨어의원 미아점,0.0,"대기시간,비쌈,자세한 설명",2,1.0,"{'대기시간': 46, '비쌈': 56, '자세한 설명': 94}","['대기시간', '비쌈', '자세한 설명']"
로하셀한의원 노원점,0.0,"비쌈,추천,저렴",14,1.0,"{'비쌈': 6, '추천': 3, '저렴': 6}","['비쌈', '추천', '저렴']"
준재활의학과의원,0.0,"대기시간,자세한 설명,과잉진료",2,1.0,"{'대기시간': 14, '자세한 설명': 50, '과잉진료': 4}","['대기시간', '자세한 설명', '과잉진료']"
정영기한의원,0.0,,2,0.0,{'nan': 0},[]
리츠서울내과의원,0.0,"자세한 설명,대기시간,비쌈",2,1.0,"{'자세한 설명': 72, '대기시간': 32, '비쌈': 6}","['자세한 설명', '대기시간', '비쌈']"
휴킨스피부과의원,0.0,"자세한 설명,비쌈,불친절",5,1.0,"{'자세한 설명': 15, '비쌈': 6, '불친절': 1}","['자세한 설명', '비쌈', '불친절']"
화진한의원,0.0,"대기시간,추천,친절",2,1.0,"{'대기시간': 1, '추천': 1, '친절': 1}","['대기시간', '추천', '친절']"
W(더블유)치과의원,0.0,비쌈,2,1.0,{'비쌈': 1},['비쌈']
희망요양병원,0.0,,2,0.0,{'nan': 0},[]
강피부과의원,0.0,"대기시간,비쌈,불친절",2,1.0,"{'대기시간': 18, '비쌈': 16, '불친절': 6}","['대기시간', '비쌈', '불친절']"
현대척신경외과의원,0.0,"자세한 설명,대기시간,청결",2,1.0,"{'자세한 설명': 27, '대기시간': 4, '청결': 26}","['자세한 설명', '대기시간', '청결']"
호21C치과의원,0.0,"자세한 설명,과잉진료,비쌈",2,1.0,"{'자세한 설명': 9, '과잉진료': 2, '비쌈': 2}","['자세한 설명', '과잉진료', '비쌈']"
365봄이비인후과의원,-0.5,"자세한 설명,친절,대기시간",2,1.0,"{'자세한 설명': 34, '친절': 34, '대기시간': 14}","['자세한 설명', '친절', '대기시간']"
루트재활의학과의원,-0.5,"자세한 설명,비쌈,청결",2,1.0,"{'자세한 설명': 23, '비쌈': 6, '청결': 23}","['자세한 설명', '비쌈', '청결']"
제이내과의원,-0.5,"친절,자세한 설명,대기시간",6,1.0,"{'친절': 11, '자세한 설명': 5, '대기시간': 2}","['친절', '자세한 설명', '대기시간']"
연세밝은아이치과의원,-0.5,"과잉진료,친절,자세한 설명",2,1.0,"{'과잉진료': 2, '친절': 5, '자세한 설명': 4}","['과잉진료', '친절', '자세한 설명']"
수이비인후과,-0.5,"자세한 설명,청결,친절",2,1.0,"{'자세한 설명': 28, '청결': 20, '친절': 36}","['자세한 설명', '청결', '친절']"
신웅식내과의원,-0.5,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 12, '자세한 설명': 6, '대기시간': 7}","['친절', '자세한 설명', '대기시간']"
김정피부과의원,-0.5,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 28, '대기시간': 8, '친절': 24}","['자세한 설명', '대기시간', '친절']"
김준호소아과의원,-0.5,"자세한 설명,대기시간,친절",4,1.0,"{'자세한 설명': 5, '대기시간': 3, '친절': 7}","['자세한 설명', '대기시간', '친절']"
서울에스치과의원,-0.5,"청결,친절,자세한 설명",2,1.0,"{'청결': 44, '친절': 56, '자세한 설명': 46}","['청결', '친절', '자세한 설명']"
월곡바른재활의학과의원,-0.5,"자세한 설명,친절,청결",2,1.0,"{'자세한 설명': 132, '친절': 156, '청결': 84}","['자세한 설명', '친절', '청결']"
월곡나무치과의원,-0.5,"과잉진료,자세한 설명,대기시간",2,1.0,"{'과잉진료': 8, '자세한 설명': 18, '대기시간': 6}","['과잉진료', '자세한 설명', '대기시간']"
평화치과의원,-0.5,"친절,자세한 설명,과잉진료",4,1.0,"{'친절': 8, '자세한 설명': 10, '과잉진료': 1}","['친절', '자세한 설명', '과잉진료']"
서울성모의원,-0.5,"자세한 설명,청결,대기시간",2,1.0,"{'자세한 설명': 54, '청결': 48, '대기시간': 10}","['자세한 설명', '청결', '대기시간']"
서울가정의학과의원,-0.5,"친절,대기시간,청결",2,1.0,"{'친절': 36, '대기시간': 18, '청결': 18}","['친절', '대기시간', '청결']"
조인트정형외과의원,-0.5,"자세한 설명,대기시간,불친절",2,1.0,"{'자세한 설명': 44, '대기시간': 8, '불친절': 2}","['자세한 설명', '대기시간', '불친절']"
J스타일치과의원,-0.5,"비쌈,자세한 설명,친절",2,1.0,"{'비쌈': 26, '자세한 설명': 40, '친절': 38}","['비쌈', '자세한 설명', '친절']"
맑은머리신경과의원,-0.5,"자세한 설명,친절,청결",4,1.0,"{'자세한 설명': 23, '친절': 33, '청결': 10}","['자세한 설명', '친절', '청결']"
조인치과의원,-0.5,"대기시간,자세한 설명,추천",4,1.0,"{'대기시간': 5, '자세한 설명': 2, '추천': 2}","['대기시간', '자세한 설명', '추천']"
코리아정형외과의원,-0.5,"대기시간,친절,자세한 설명",4,1.0,"{'대기시간': 9, '친절': 16, '자세한 설명': 3}","['대기시간', '친절', '자세한 설명']"
천내과의원,-0.5,"대기시간,친절,자세한 설명",6,1.0,"{'대기시간': 9, '친절': 10, '자세한 설명': 1}","['대기시간', '친절', '자세한 설명']"
약초화한의원,-0.5,"친절,자세한 설명,비쌈",2,1.0,"{'친절': 26, '자세한 설명': 20, '비쌈': 6}","['친절', '자세한 설명', '비쌈']"
종각한의원,-0.5,"친절,자세한 설명,청결",2,1.0,"{'친절': 4, '자세한 설명': 6, '청결': 4}","['친절', '자세한 설명', '청결']"
이준희이비인후과의원,-0.5,"친절,자세한 설명,대기시간",4,1.0,"{'친절': 10, '자세한 설명': 9, '대기시간': 7}","['친절', '자세한 설명', '대기시간']"
서울정가정의학과의원,-0.5,"대기시간,청결,친절",6,1.0,"{'대기시간': 5, '청결': 3, '친절': 5}","['대기시간', '청결', '친절']"
벽계한의원,-0.5,"친절,대기시간,시설",4,1.0,"{'친절': 4, '대기시간': 7, '시설': 2}","['친절', '대기시간', '시설']"
봄빛서울의원,-0.5,"친절,자세한 설명,청결",2,1.0,"{'친절': 32, '자세한 설명': 18, '청결': 18}","['친절', '자세한 설명', '청결']"
참튼튼병원,-0.5,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 2, '친절': 8, '자세한 설명': 1}","['대기시간', '친절', '자세한 설명']"
풀잎한의원,-0.5,"친절,자세한 설명",4,1.0,"{'친절': 11, '자세한 설명': 5}","['친절', '자세한 설명']"
중계윌내과의원,-0.5,"친절,대기시간,추천",6,1.0,"{'친절': 14, '대기시간': 4, '추천': 3}","['친절', '대기시간', '추천']"
서호종의원,-0.5,"친절,자세한 설명,청결",2,1.0,"{'친절': 36, '자세한 설명': 18, '청결': 18}","['친절', '자세한 설명', '청결']"
동성제일한의원,-0.5,"자세한 설명,대기시간,비쌈",2,1.0,"{'자세한 설명': 22, '대기시간': 6, '비쌈': 4}","['자세한 설명', '대기시간', '비쌈']"
지동욱치과의원,-0.5,"친절,자세한 설명,과잉진료",2,1.0,"{'친절': 24, '자세한 설명': 16, '과잉진료': 2}","['친절', '자세한 설명', '과잉진료']"
기분조은이비인후과의원,-0.5,"친절,대기시간,시설",13,1.0,"{'친절': 19, '대기시간': 10, '시설': 6}","['친절', '대기시간', '시설']"
열린이비인후과의원,-0.5,"대기시간,친절,추천",8,1.0,"{'대기시간': 18, '친절': 15, '추천': 4}","['대기시간', '친절', '추천']"
연세휴치과의원 길음점,-0.5,"과잉진료,대기시간,친절",2,1.0,"{'과잉진료': 10, '대기시간': 12, '친절': 60}","['과잉진료', '대기시간', '친절']"
규림한의원,-0.5,친절,4,1.0,{'친절': 1},['친절']
연세이치과의원,-1.0,"친절,자세한 설명,대기시간",1,1.0,"{'친절': 1, '자세한 설명': 1, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
연세웰치과의원,-1.0,친절,1,1.0,{'친절': 2},['친절']
좋은꿈참사랑 한의원,-1.0,"자세한 설명,친절,청결",1,1.0,"{'자세한 설명': 2, '친절': 7, '청결': 1}","['자세한 설명', '친절', '청결']"
리안치과의원,-1.0,"과잉진료,친절,자세한 설명",1,1.0,"{'과잉진료': 2, '친절': 4, '자세한 설명': 2}","['과잉진료', '친절', '자세한 설명']"
로뎀나무치과의원,-1.0,"과잉진료,친절,자세한 설명",1,1.0,"{'과잉진료': 1, '친절': 2, '자세한 설명': 2}","['과잉진료', '친절', '자세한 설명']"
리라치과의원,-1.0,"과잉진료,친절,자세한 설명",1,1.0,"{'과잉진료': 1, '친절': 2, '자세한 설명': 1}","['과잉진료', '친절', '자세한 설명']"
