hospital_id,hospital_name,telephone,opening_hours,weekday_lunch,weekend_lunch,medical_subject,address
17664,이룸치과의원,02-953-2080,"monday 09:00:00-17:30:00, tuesday 09:00:00-17:30:00, wednesday 09:00:00-17:30:00, thursday 09:00:00-17:30:00, friday 09:00:00-17:30:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 보문동2가 79 신한은행보문동지점
17686,이스터치과의원,02-942-7528,"monday 09:00:00-21:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-21:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-16:00:00, sunday 09:00:00-16:00:00, holiday 09:30:00-17:00:00",12:30:00-13:40:00,00:00:00-00:00:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 종암동 132 종암우림카이저팰리스
17689,이안치과의원,02-927-7528,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-20:00:00, friday 10:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 종암동 130-2
17900,제이(J)스타일치과의원,02-6221-2828,"monday 09:30:00-19:00:00, tuesday 13:00:00-20:00:00, wednesday 09:30:00-19:00:00, thursday 13:00:00-20:00:00, friday 09:30:00-19:00:00, saturday 09:30:00-14:00:00",12:30:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 동선동1가 1-2 유타몰 6층
1810,연세란치과의원,02-929-0442,"monday 10:00:00-18:30:00, tuesday 10:00:00-18:30:00, wednesday 10:00:00-18:30:00, friday 10:00:00-18:30:00, saturday 10:00:00-13:30:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 성북동 184-63 2층
18136,최응규내과의원,02-911-2266,"monday 09:30:00-16:00:00, tuesday 09:30:00-16:00:00, wednesday 09:30:00-16:00:00, thursday 09:30:00-16:00:00, friday 09:30:00-12:00:00",13:00:00-14:00:00,00:00:00-00:00:00,내과,서울 성북구 하월곡동 90-116
18185,킴스서울외과의원,02-922-6061,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-13:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"외과, 내과, 정형외과, 소아청소년과, 영상의학과, 가정의학과",서울 성북구 보문동1가 125
1823,연세부부의원,02-921-4530,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"산부인과, 피부과, 비뇨의학과",서울 성북구 동소문동1가 90
18565,365화사한의원,02-980-5406,"monday 10:00:00-20:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-20:00:00, thursday 10:00:00-20:00:00, friday 10:00:00-20:00:00, saturday 10:00:00-15:00:00, sunday 10:00:00-15:00:00, holiday 10:00:00-15:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 길음동 33-4 학동빌딩 2층
18714,경희숲한의원,02-909-1942,"monday 09:00:00-18:30:00, tuesday 09:00:00-18:30:00, wednesday 09:00:00-18:30:00, thursday 09:00:00-18:30:00, friday 09:00:00-18:30:00, saturday 09:00:00-15:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 정릉동 286-17
18927,김세진소아청소년과의원,02-910-1255,"monday 09:00:00-21:00:00, tuesday 09:00:00-21:00:00, wednesday 09:00:00-21:00:00, thursday 09:00:00-21:00:00, friday 09:00:00-21:00:00, saturday 10:00:00-18:00:00",13:00:00-14:00:00,13:00:00-14:00:00,소아청소년과,서울 성북구 하월곡동 46-73
19009,나종보치과의원,02-941-1863,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 하월곡동 77-1042
19484,미치과의원,02-912-2828,"monday 08:30:00-17:30:00, tuesday 08:30:00-17:30:00, wednesday 08:30:00-17:30:00, thursday 08:30:00-17:30:00, friday 08:30:00-17:30:00, saturday 08:30:00-13:30:00",12:30:00-13:30:00,00:00:00-00:00:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 하월곡동 37-6
1949,오상빈정형외과의원,02-925-5097,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:30:00",12:30:00-14:00:00,00:00:00-00:00:00,"외과, 내과, 정형외과, 신경외과, 소아청소년과",서울 성북구 동소문동4가 123 오상빈정형외과
19691,빈센트치과의원,02-923-2875,"monday 10:00:00-21:00:00, tuesday 10:00:00-21:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-21:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 동소문동6가 143-5 해피엔딩 오피스텔 3층
19753,삼성프렌드의원,02-927-1010,"monday 08:40:00-18:00:00, tuesday 08:40:00-18:00:00, wednesday 08:40:00-18:00:00, thursday 08:40:00-18:00:00, friday 09:00:00-20:30:00, saturday 08:40:00-13:00:00",13:00:00-14:00:00,13:00:00-13:30:00,"내과, 성형외과, 마취통증의학과, 피부과, 비뇨의학과",서울 성북구 보문동5가 6 2층
19832,서울경희한의원,02-745-8275,"monday 09:00:00-20:00:00, tuesday 09:00:00-20:00:00, wednesday 09:00:00-20:00:00, thursday 09:00:00-20:00:00, friday 09:00:00-20:00:00, saturday 10:00:00-17:00:00, sunday 10:00:00-17:00:00, holiday 10:00:00-17:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 동소문동3가 22 연세빌딩 2층
19840,서울스카이치과의원,02-928-2807,,00:00:00-00:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 예방치과","서울 성북구 돈암동 609-1 상가 417동 2층 1208, 1210호 서울스카이치과, 서울 성북구"
19850,서울미래치과의원,02-929-9270,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 예방치과, 통합치의학과",서울 성북구 동소문동6가 133-1 기업은행
19852,서울미소치과의원,02-941-2872,"monday 09:30:00-18:00:00, tuesday 14:00:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-14:00:00",12:30:00-14:00:00,00:00:00-00:00:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 정릉동 892-6
19911,서울제이(J)내과의원,02-922-1050,"monday 09:00:00-21:00:00, tuesday 09:00:00-21:00:00, wednesday 09:00:00-21:00:00, thursday 09:00:00-21:00:00, friday 09:00:00-21:00:00, saturday 09:00:00-21:00:00, sunday 09:00:00-21:00:00, holiday 09:00:00-21:00:00",13:00:00-14:00:00,13:00:00-14:00:00,내과,서울 성북구 동소문동4가 260 1층
19999,성북미올한방병원,02-921-0088,"monday 09:00:00-21:00:00, tuesday 09:00:00-21:00:00, wednesday 09:00:00-21:00:00, thursday 09:00:00-21:00:00, friday 09:00:00-21:00:00, saturday 09:00:00-16:00:00, sunday 09:00:00-16:00:00, holiday 09:00:00-16:00:00",13:00:00-14:00:00,,"한방내과, 이비인후과, 재활의학과, 가정의학과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과, 한방응급, 한방소계","서울 성북구 동선동1가 1-2 유타몰 8층, 9층, 서울 성북구"
20000,성북우리아이들병원,02-912-0100,"monday 09:00:00-22:00:00, tuesday 09:00:00-22:00:00, wednesday 09:00:00-22:00:00, thursday 09:00:00-22:00:00, friday 09:00:00-22:00:00, saturday 09:00:00-16:00:00, sunday 09:00:00-16:00:00, holiday 09:00:00-17:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 구강악안면외과, 예방치과, 구강병리과, 영상치의학과, 구강내과, 치과보존과, 치주과, 소아치과, 치과교정과, 치과보철과, 가정의학과, 영상의학과, 비뇨의학과, 피부과, 이비인후과, 안과, 소아청소년과, 정신건강의학과",서울 성북구 하월곡동 88-470
20006,성심당의원한의원,02-924-8277,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-15:00:00, holiday 09:00:00-15:00:00",12:30:00-13:30:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 돈암동 48-4 성북성심빌딩
20053,세종치과의원,02-953-8448,"monday 10:00:00-17:30:00, tuesday 10:00:00-17:30:00, wednesday 10:00:00-17:30:00, thursday 10:00:00-17:30:00, friday 10:00:00-17:30:00, saturday 10:00:00-13:00:00",12:00:00-14:00:00,00:00:00-00:00:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 동소문동6가 1 청강빌딩
20272,안아파한의원,02-835-1075,"monday 09:00:00-19:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-14:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과, 한방응급",서울 성북구 길음동 1284 길음뉴타운 823동 상가 에이동 211
20325,에덴치과의원,02-986-2258,"monday 11:00:00-16:00:00, tuesday 11:00:00-16:00:00, thursday 11:00:00-16:00:00, friday 11:00:00-16:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 길음동 1078-1 유신외과의원
20389,연세바른치과의원,02-921-2999,"monday 09:30:00-18:30:00, tuesday 09:30:00-20:00:00, wednesday 09:30:00-20:00:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 동소문동6가 130 삼경빌딩 2층
20418,연세이너힐의원,02-3292-8275,"monday 09:30:00-18:30:00, tuesday 09:30:00-20:00:00, wednesday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-17:00:00, sunday 09:30:00-13:30:00",13:00:00-14:00:00,13:00:00-14:00:00,"내과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과, 가정의학과","서울 성북구 장위동 316-3 센트럴타운 3층, 2층, 서울 성북구"
2054,웃는이치과의원,02-914-2882,"monday 10:00:00-18:00:00, tuesday 10:30:00-18:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-14:00:00",12:30:00-14:00:00,12:30:00-13:30:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 정릉동 413-16 유천빌딩 5층
20565,우리봄소아청소년과의원,02-943-1255,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,,소아청소년과,서울 성북구 장위동 316-3 센트럴타운근린생활시설
20614,월곡바른재활의학과의원,02-6284-7575,"monday 09:00:00-19:00:00, tuesday 09:00:00-19:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-19:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"재활의학과, 내과, 정형외과, 마취통증의학과",서울 성북구 하월곡동 227
20825,이진형치과의원,02-924-8100,"monday 10:30:00-18:00:00, tuesday 10:30:00-18:00:00, wednesday 10:30:00-18:00:00, thursday 10:30:00-18:00:00, friday 10:30:00-18:00:00, saturday 10:30:00-15:30:00",13:00:00-14:30:00,12:30:00-13:30:00,"치과, 내과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 성북구 동선동4가 111-1 골든타워빌딩 8층
20953,정릉이비인후과의원,02-911-2133,"monday 09:00:00-19:00:00, tuesday 09:00:00-19:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-19:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-15:00:00, holiday 10:00:00-13:00:00",13:00:00-14:00:00,13:00:00-13:20:00,이비인후과,서울 성북구 정릉동 397-14 안진빌딩
21272,큰길한의원,02-941-8575,"monday 09:00:00-21:00:00, tuesday 09:00:00-21:00:00, wednesday 09:00:00-21:00:00, thursday 09:00:00-21:00:00, friday 09:00:00-21:00:00, saturday 09:00:00-16:00:00, sunday 09:00:00-16:00:00, holiday 09:00:00-16:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 종암동 3-1192
21650,휴앤힐정신건강의학과의원,02-922-1183,"monday 09:30:00-17:30:00, tuesday 09:30:00-17:30:00, wednesday 09:30:00-12:30:00, thursday 09:30:00-17:30:00, friday 09:30:00-17:30:00, saturday 09:30:00-12:30:00",12:30:00-14:00:00,00:00:00-00:00:00,정신건강의학과,서울 성북구 안암동5가 102-50
21750,강피부과의원,02-3443-1010,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:30:00",13:00:00-14:00:00,13:00:00-14:00:00,피부과,"서울 성북구 동선동1가 123 2층 동선동1가, 명기빌딩, 서울 성북구"
21918,굿모닝플러스외과의원,02-909-2296,"monday 09:00:00-18:30:00, tuesday 09:00:00-18:30:00, wednesday 09:00:00-18:30:00, thursday 09:00:00-16:00:00, friday 09:00:00-18:30:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"외과, 내과, 정형외과, 신경외과, 마취통증의학과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과",서울 성북구 종암동 3-1237 금강빌딩
22017,김장욱가정의학과의원,02-941-1097,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,,"가정의학과, 내과, 소아청소년과",서울 성북구 종암동 104-1 SK단지내 상가 203호
22163,다솜연세가정의학과의원,02-968-5888,"monday 09:00:00-18:30:00, tuesday 09:00:00-18:30:00, wednesday 09:00:00-18:30:00, thursday 09:00:00-18:30:00, friday 09:00:00-18:30:00, saturday 09:00:00-12:30:00",12:30:00-13:30:00,,가정의학과,서울 성북구 석관동 133-61
22284,덕생당한의원,02-925-1033,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-16:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 성북구 동선동4가 118-2 덕생당한의원
22301,돌곶이한의원,02-6229-1775,"monday 09:00:00-19:00:00, tuesday 09:00:00-21:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-21:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 침구과",서울 성북구 석관동 408-1 신동아파밀리에상가 2층
22454,메이저성형외과의원,02-922-7575,"monday 10:00:00-21:00:00, tuesday 10:00:00-19:30:00, wednesday 10:00:00-19:30:00, thursday 10:00:00-19:30:00, friday 10:00:00-21:00:00, saturday 10:00:00-16:30:00",13:00:00-14:00:00,13:00:00-14:00:00,"외과, 성형외과",서울 성북구 동소문동6가 147 산맥프라자 올리브영건물) 6층
22591,바른부부치과의원,02-968-8228,"monday 09:30:00-18:30:00, tuesday 09:30:00-20:00:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-20:00:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 성북구 석관동 266-21
